,Domain,Sub Domain,Product Title,Product Link,Review Content,Image,Aspect_1,Label_1,Cause_1,Aspect_2,Label_2,Cause_2,Aspect_3,Label_3,Cause_3,Aspect_4,Label_4,Cause_4,Aspect_5,Label_5,Cause_5,Over All label,Summary
697,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,My buds had dropped from height of approx 1 mtr and right bud got broke... built quality is too cheap..not reall impressed.,https://m.media-amazon.com/images/I/61Y-s0FEKpL._SY88.jpg,Product_Quality,1,My buds had dropped from height of approx 1 mtr and right bud got broke...built quality is too cheap..not reall impressed.,,,,,,,,,,,,,1,
697,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,My buds had dropped from height of approx 1 mtr and right bud got broke... built quality is too cheap..not reall impressed.,https://m.media-amazon.com/images/I/71uvNROg8ZL._SY88.jpg,Product_Quality,1,My buds had dropped from height of approx 1 mtr and right bud got broke...built quality is too cheap..not reall impressed.,,,,,,,,,,,,,1,
698,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"They sound great. ANC works but only to a marginal extent, however that is exactly what the company advertises (*locks out all minimal frequencies*). Definitely won't block out the sound of an airplane jet but removes the screeching background noises from my neighborhood's construction. Sizing is a bit odd so I don't think it'll fit well with tiny ears. Has extra clips or whatever you call em if you've got huge ears. They did hurt the first 5 minutes i had them on but I've become used to it in just a day. Delivery was superquick (2days to Gwalior, MP). To ensure they fit well you should watch the official *how to put them on* uploaded by samsung. My phone's a Samsung and it works remarkably well with these: great bluetooth range, crisp sound quality and the equaliser settings are pretty useful (the normal mode works just fine but the galaxy wearable app has some more just in case). But with my laptop it isn't the same. Has a creaking sound in the back and poor bluetooth range which might be because of how outdated that laptop is, lol. Battery is great without anc and with anc on it works for 4-5 hours, however i would not recommend having it on because i find it to be a waste of battery. Without anc it lasts a good 8-9 hours. The OG box came in with a charging cable but i have the 25w charger already so it charges like zooom! The case is perfectly fine in itself and feels premium but i might purchase a silicone case to make sure these gems stay in pristine condition ⚡",https://images-na.ssl-images-amazon.com/images/I/71msAllNXwL._SY88.jpg,Speaker,0,They sound great.,Battery,0,"Battery is great without anc and with anc on it works for 4-5 hours, however i would not recommend
 having it on because i find it to be a waste of battery. Without anc it lasts a good 8-9 hours.
 The OG box came in with a charging cable but i have the 25w charger already so it charges like
 zooom!",Product_Quality,0.0,"great bluetooth range, crisp sound quality and the equaliser settings are pretty useful (the normal
 mode works just fine but the galaxy wearable app has some more just in case). But with my laptop it
 isn't the same. Has a creaking sound in the back and poor bluetooth range which might be because
 of how outdated that laptop is, lol.",Noise,0.0,"ANC works but only to a marginal extent, however that is exactly what the
 company advertises (*locks out all minimal frequencies*). Definitely won't block out the sound of an
 airplane jet but removes the screeching background noises from my neighborhood's construction.
 Sizing is a bit odd so I don't think it'll fit well with tiny ears. Has extra clips or whatever you call em if
 you've got huge ears. They did hurt the first 5 minutes i had them on but I've become used to it in
 just a day",Customer_Service,0.0,"Delivery was superquick (2days to Gwalior, MP",0,
698,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"They sound great. ANC works but only to a marginal extent, however that is exactly what the company advertises (*locks out all minimal frequencies*). Definitely won't block out the sound of an airplane jet but removes the screeching background noises from my neighborhood's construction. Sizing is a bit odd so I don't think it'll fit well with tiny ears. Has extra clips or whatever you call em if you've got huge ears. They did hurt the first 5 minutes i had them on but I've become used to it in just a day. Delivery was superquick (2days to Gwalior, MP). To ensure they fit well you should watch the official *how to put them on* uploaded by samsung. My phone's a Samsung and it works remarkably well with these: great bluetooth range, crisp sound quality and the equaliser settings are pretty useful (the normal mode works just fine but the galaxy wearable app has some more just in case). But with my laptop it isn't the same. Has a creaking sound in the back and poor bluetooth range which might be because of how outdated that laptop is, lol. Battery is great without anc and with anc on it works for 4-5 hours, however i would not recommend having it on because i find it to be a waste of battery. Without anc it lasts a good 8-9 hours. The OG box came in with a charging cable but i have the 25w charger already so it charges like zooom! The case is perfectly fine in itself and feels premium but i might purchase a silicone case to make sure these gems stay in pristine condition ⚡",https://images-na.ssl-images-amazon.com/images/I/81UR8xy+rGL._SY88.jpg,Speaker,0,They sound great.,Battery,0,"Battery is great without anc and with anc on it works for 4-5 hours, however i would not recommend
 having it on because i find it to be a waste of battery. Without anc it lasts a good 8-9 hours.
 The OG box came in with a charging cable but i have the 25w charger already so it charges like
 zooom!",Product_Quality,0.0,"great bluetooth range, crisp sound quality and the equaliser settings are pretty useful (the normal
 mode works just fine but the galaxy wearable app has some more just in case). But with my laptop it
 isn't the same. Has a creaking sound in the back and poor bluetooth range which might be because
 of how outdated that laptop is, lol.",Noise,0.0,"ANC works but only to a marginal extent, however that is exactly what the
 company advertises (*locks out all minimal frequencies*). Definitely won't block out the sound of an
 airplane jet but removes the screeching background noises from my neighborhood's construction.
 Sizing is a bit odd so I don't think it'll fit well with tiny ears. Has extra clips or whatever you call em if
 you've got huge ears. They did hurt the first 5 minutes i had them on but I've become used to it in
 just a day",Customer_Service,0.0,"Delivery was superquick (2days to Gwalior, MP",0,
699,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"these earbuds are a class above the other 3-4k segment earphones. originally costing around 15k, become absolutely bang for buck under 4k. People who are claiming their ears ae paining are not putting these earbuds right, learn once on youtube how to put these earbuds in and you will be able to wear them without even noticing. I have a pair of Beats studio 3s and powerbeats 3 as well and these actually sound a little better than them just because of that open soundstage that you get with an open ear design. The ANC is just namesake, no noticeable difference, it just clears out very minimal hisses and all. The sound is just unheard of in this price range. I mean under 4k, these are gold. One issue that I am facing is with the ipx2 rating of these, as i am a sweaty person and may just have to switch to my powerbeats for workouts. But still took them to the gym twice and they stay in your ear all the time without even feeling that you are cut off from the world. P.s.- enable bass boost in the app, if you like a little punch.",https://m.media-amazon.com/images/I/51uBYdJa2bL._SY88.jpg,Cost,0,"these earbuds are a class above the other 3-4k segment earphones. originally costing around 15k,
 become absolutely bang for buck under 4k.",Speaker,0,"sound a little better than them just because of that open soundstage that you get with an open ear
 design.",Noise,0.0,"The ANC is just namesake, no noticeable difference, it just clears out very minimal hisses and
 all. The sound is just unheard of in this price range. I mean under 4k, these are gold.",Performance,1.0,"One issue that I am facing is with the ipx2 rating of these, as i am a sweaty person and may just have
 to switch to my powerbeats for workouts. But still took them to the gym twice and they stay in your
 ear all the time without even feeling that you are cut off from the world.",Product_Quality,0.0,"P.s.- enable bass boost in the app, if you like a little punch.",1,
699,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"these earbuds are a class above the other 3-4k segment earphones. originally costing around 15k, become absolutely bang for buck under 4k. People who are claiming their ears ae paining are not putting these earbuds right, learn once on youtube how to put these earbuds in and you will be able to wear them without even noticing. I have a pair of Beats studio 3s and powerbeats 3 as well and these actually sound a little better than them just because of that open soundstage that you get with an open ear design. The ANC is just namesake, no noticeable difference, it just clears out very minimal hisses and all. The sound is just unheard of in this price range. I mean under 4k, these are gold. One issue that I am facing is with the ipx2 rating of these, as i am a sweaty person and may just have to switch to my powerbeats for workouts. But still took them to the gym twice and they stay in your ear all the time without even feeling that you are cut off from the world. P.s.- enable bass boost in the app, if you like a little punch.",https://m.media-amazon.com/images/I/61zu5xvtLML._SY88.jpg,Cost,0,"these earbuds are a class above the other 3-4k segment earphones. originally costing around 15k,
 become absolutely bang for buck under 4k.",Speaker,0,"sound a little better than them just because of that open soundstage that you get with an open ear
 design.",Noise,0.0,"The ANC is just namesake, no noticeable difference, it just clears out very minimal hisses and
 all. The sound is just unheard of in this price range. I mean under 4k, these are gold.",Performance,1.0,"One issue that I am facing is with the ipx2 rating of these, as i am a sweaty person and may just have
 to switch to my powerbeats for workouts. But still took them to the gym twice and they stay in your
 ear all the time without even feeling that you are cut off from the world.",Product_Quality,0.0,"P.s.- enable bass boost in the app, if you like a little punch.",1,
700,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"I don't like tws with silicone tips, it gives me headache so I went for this. Awesome sound quality. Amazing base. But ANC is not that good. Feets perfectly in ear with small rubber wings. Battery backup is good. It also supports wireless charging, I use wireless charging for it daily. If you are looking for good tws under 6k go for it. But first be clear with your requirements.",https://m.media-amazon.com/images/I/61O99Q0WKhL._SY88.jpg,Speaker,0,Awesome sound quality. Amazing base.,Noise,1,But ANC is not that good.,Performance,0.0,Feets perfectly in ear with small rubber wings,Battery,0.0,Battery backup is good.,Battery,0.0,"It also supports wireless charging, I use wireless charging for it daily.",1,
700,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"I don't like tws with silicone tips, it gives me headache so I went for this. Awesome sound quality. Amazing base. But ANC is not that good. Feets perfectly in ear with small rubber wings. Battery backup is good. It also supports wireless charging, I use wireless charging for it daily. If you are looking for good tws under 6k go for it. But first be clear with your requirements.",https://m.media-amazon.com/images/I/61Up1DHNM7L._SY88.jpg,Speaker,0,Awesome sound quality. Amazing base.,Noise,1,But ANC is not that good.,Performance,0.0,Feets perfectly in ear with small rubber wings,Battery,0.0,Battery backup is good.,Battery,0.0,"It also supports wireless charging, I use wireless charging for it daily.",1,
701,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,the device has a good audio and clear microphone but it has a short range for connectivity where it lags behind other companies earphones at same range such as oneplus and realme.,https://m.media-amazon.com/images/I/61-FK2krCyL._SY88.jpg,Speaker,0,the device has a good audio and clear microphone,Network,1,"but it has a short range for connectivity where it lags behind other companies earphones at same
 range such as oneplus and realme",,,,,,,,,,1,
701,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,the device has a good audio and clear microphone but it has a short range for connectivity where it lags behind other companies earphones at same range such as oneplus and realme.,https://m.media-amazon.com/images/I/71V6Nce4xfL._SY88.jpg,Speaker,0,the device has a good audio and clear microphone,Network,1,"but it has a short range for connectivity where it lags behind other companies earphones at same
 range such as oneplus and realme",,,,,,,,,,1,
702,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Good product... Little ear 👂 pain while using for a long time . Rest all good..,https://m.media-amazon.com/images/I/51xdcUCx1QL._SY88.jpg,Speaker,1,Good product... Little ear pain while using for a long time .,Product_Quality,0,Rest all good..,,,,,,,,,,1,
702,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Good product... Little ear 👂 pain while using for a long time . Rest all good..,https://m.media-amazon.com/images/I/51yVxLPVt-L._SY88.jpg,Speaker,1,Good product... Little ear pain while using for a long time .,Product_Quality,0,Rest all good..,,,,,,,,,,1,
703,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"My suggestion is it not made for small ears, *sound is good but not ANC",https://m.media-amazon.com/images/I/61Y0TcQVugL._SY88.jpg,Product_Quality,1,"My suggestion is it not made for small ears, *",Speaker,0,sound is good,Noise,1.0,but not ANC,,,,,,,1,
703,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"My suggestion is it not made for small ears, *sound is good but not ANC",https://m.media-amazon.com/images/I/71dewpSRhtL._SY88.jpg,Product_Quality,1,"My suggestion is it not made for small ears, *",Speaker,0,sound is good,Noise,1.0,but not ANC,,,,,,,1,
704,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Sound quality ok noice cancellation doesn't work,https://m.media-amazon.com/images/I/613DkuTYTfL._SY88.jpg,Speaker,0,Sound quality ok,Noise,1,noice cancellation doesn't work,,,,,,,,,,1,
705,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Unbeatable in this range but only thing it very minor lag in noise cancellation,https://m.media-amazon.com/images/I/71H7JnRvU0L._SY88.jpg,Cost,1,Unbeatable in this range,Noise,1,but only thing it very minor lag in noise cancellation,,,,,,,,,,1,
706,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,I like the shape and sound is just amazing...,https://m.media-amazon.com/images/I/71AKXUcAwPL._SY88.jpg,Product_Quality,0,I like the shape,Speaker,0,and sound is just amazing...,,,,,,,,,,0,
706,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,I like the shape and sound is just amazing...,https://m.media-amazon.com/images/I/8166kv7aL7L._SY88.jpg,Product_Quality,0,I like the shape,Speaker,0,and sound is just amazing...,,,,,,,,,,0,
707,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Easily one of the best looking tru wireless headphones i have ever seen. Sound quality is amazing Volume is pretty low sometimes, you will have to use volume booster/ Equalizer ANC doesn't work at all due to open back design and no rubber ear tips Definitely worth the money tho.. i paid just short of 4500 INR",https://m.media-amazon.com/images/I/51C5YAgJ0-L._SY88.jpg,Product_Quality,0,Easily one of the best looking tru wireless headphones i have ever seen.,Speaker,0,"Sound quality is amazing Volume is pretty low sometimes, you will have to use volume booster/
 Equalizer",Noise,0.0,ANC doesn't work at all due to open back design and no rubber ear tips,Cost,0.0,Definitely worth the money tho.. i paid just short of 4500 INR,,,,0,
707,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Easily one of the best looking tru wireless headphones i have ever seen. Sound quality is amazing Volume is pretty low sometimes, you will have to use volume booster/ Equalizer ANC doesn't work at all due to open back design and no rubber ear tips Definitely worth the money tho.. i paid just short of 4500 INR",https://m.media-amazon.com/images/I/710oEablJkL._SY88.jpg,Product_Quality,0,Easily one of the best looking tru wireless headphones i have ever seen.,Speaker,0,"Sound quality is amazing Volume is pretty low sometimes, you will have to use volume booster/
 Equalizer",Noise,0.0,ANC doesn't work at all due to open back design and no rubber ear tips,Cost,0.0,Definitely worth the money tho.. i paid just short of 4500 INR,,,,0,
707,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"Easily one of the best looking tru wireless headphones i have ever seen. Sound quality is amazing Volume is pretty low sometimes, you will have to use volume booster/ Equalizer ANC doesn't work at all due to open back design and no rubber ear tips Definitely worth the money tho.. i paid just short of 4500 INR",https://m.media-amazon.com/images/I/71QtWx9FW9L._SY88.jpg,Product_Quality,0,Easily one of the best looking tru wireless headphones i have ever seen.,Speaker,0,"Sound quality is amazing Volume is pretty low sometimes, you will have to use volume booster/
 Equalizer",Noise,0.0,ANC doesn't work at all due to open back design and no rubber ear tips,Cost,0.0,Definitely worth the money tho.. i paid just short of 4500 INR,,,,0,
708,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Connectivity issue Poor quality,https://m.media-amazon.com/images/I/81kudT5BPUL._SY88.jpg,Network,1,Connectivity issue,Product_Quality,1,Poor quality,,,,,,,,,,1,
709,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The media could not be loaded. Bass is good, amazing clarity, fit is also comfortable though may not be for workout",,Media,1,The media could not be loaded.,Speaker,1,Bass is good.amazing clarity,Product_Quality,1.0,fit is also comfortable though may not be for workout,,,,,,,1,
710,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"sound is okay but they are very uncomfortable!! usually your ear starts paining after using them for a while, it's better to spend a little more and go for buds Pro",https://m.media-amazon.com/images/I/71h3ZLo-6oL._SY88.jpg,Speaker,0,sound is okay,Product_Quality,1,"but they are very uncomfortable!! usually your ear starts paining after using them for a while, it's better to spend a little more and go for buds Pro",,,,,,,,,,1,
711,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,Sound break when you connect with other brand mobile phones,https://m.media-amazon.com/images/I/611bxt8DIaL._SY88.jpg,Speaker,1,Sound break when you connect with other brand mobile phones,,,,,,,,,,,,,1,
712,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The Samsung Galaxy Buds Live offer great sound quality and battery life for the price around 5k, but those seeking true ANC earbuds should look elsewhere. Pros +Great sound quality +Very comfortable design +Solid battery life +Lots of useful features Cons -Noise cancelling is very subtle -Inconsistent touch controls -Mixed microphone quality",https://m.media-amazon.com/images/I/61j+s2fEkcL._SY88.jpg,Speaker,0,The Samsung Galaxy Buds Live offer great sound quality,Battery,0,"battery life for the price around 5k,",Noise,1.0,but those seeking true ANC earbuds should look elsewhere,Product_Quality,0.0,Pros +Great sound quality +Very comfortable design +Solid battery life +Lots of useful features,Performance,1.0,-Noise cancelling is very subtle –Inconsistent touch controls -Mixed microphone quality,1,
712,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"The Samsung Galaxy Buds Live offer great sound quality and battery life for the price around 5k, but those seeking true ANC earbuds should look elsewhere. Pros +Great sound quality +Very comfortable design +Solid battery life +Lots of useful features Cons -Noise cancelling is very subtle -Inconsistent touch controls -Mixed microphone quality",https://m.media-amazon.com/images/I/714JggvNu8L._SY88.jpg,Speaker,0,The Samsung Galaxy Buds Live offer great sound quality,Battery,0,"battery life for the price around 5k,",Noise,1.0,but those seeking true ANC earbuds should look elsewhere,Product_Quality,0.0,Pros +Great sound quality +Very comfortable design +Solid battery life +Lots of useful features,Performance,1.0,-Noise cancelling is very subtle –Inconsistent touch controls -Mixed microphone quality,1,
713,Airdopes,Samsung_Galaxy_Buds,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",https://www.amazon.in/Samsung-Bluetooth-Wireless-Earbuds-Playtime/dp/B08FN6WGDQ/ref=cm_cr_arp_d_product_top?ie=UTF8,"It only looks beautiful but performs really ugly. If you keep your phone in any of your pocket and talk over this Samsung galaxy ear buds live. 50% voice breaks. If you are playing a song over your phone using any music app and keep the phone into any of your pant pocket and try to listen using these buds while walking, about 50% music streaming distortion is guaranteed. Even if you keep your phone at your left hand side or right hand side, hardly 2 feet away, another challenges of latency is always noticed in the other side of the ear bud. It expects you to keep your phone in your palm and in your front while using these buds. YES. I got it for 3999 but trust me it is the most useless Samsung product i have ever used. It is costly even if someone gives it for free. Because usability is very low and painful. The mobile phone to this earbuds connection range in straight clear area is only about 6 feet, after that the voice distorts. If you still want to try first hand then you can pay and try. Remember there is no return policy on this product, only replacement in case of any so called manufacturing defects. So think before investing in it. And in fact think before donating Samsung in the name of Samsung galaxy buds live. And yes not to forget telling than so called ANC is a waste feature in this earbuds. In fact the other party hears more noice than actual while talking over this Samsung galaxy buds live earbuds. Hope this actual review after using 3 weeks helps other folks who are looking for this piece.",https://m.media-amazon.com/images/I/619GMCw8+fL._SY88.jpg,Speaker,1,"It only looks beautiful but performs really ugly. If you keep your phone in any of your pocket and talk over this Samsung galaxy ear buds live. 50% voice breaks. If you are playing a song over your phone using any music app and keep the phone into any of your pant pocket and try to listen using these buds while walking, about 50% music streaming distortion is guaranteed. Even if you keep your phone at your left hand side or right hand side, hardly 2 feet away, another challenges of latency is always noticed in the other side of the ear bud. It expects you to keep your phone in your palm and in your front while using these buds.",Cost,1,YES. I got it for 3999 but trust me it is the most useless Samsung product i have ever used. It is costly even if someone gives it for free. Because usability is very low and painful.,Network,1.0,"The mobile phone to this earbuds connection range in straight clear area is only about 6 feet, after that the voice distorts. If you still want to try first hand then you can pay and try.",Customer_Service,1.0,"Remember there is no return policy on this product, only replacement in case of any so called manufacturing defects. So think before investing in it. And in fact think before donating Samsung in the name of Samsung galaxy buds live.",Noise,1.0,And yes not to forget telling than so called ANC is a waste feature in this earbuds. In fact the other party hears more noice than actual while talking over this Samsung galaxy buds live earbuds. Hope this actual review after using 3 weeks helps other folks who are looking for this piece,1,
